date_recorded,job_domain,skill_name,demand_count
2024-05-31,Data Engineering,Python,16
2024-06-30,Data Engineering,Python,30
2024-07-31,Data Engineering,Python,20
2024-08-31,Data Engineering,Python,24
2024-09-30,Data Engineering,Python,20
2024-10-31,Data Engineering,Python,22
2024-11-30,Data Engineering,Python,9
2024-12-31,Data Engineering,Python,21
2020-01-31,Data Engineering,SQL,14
2020-02-29,Data Engineering,SQL,17
2020-03-31,Data Engineering,SQL,19
2020-04-30,Data Engineering,SQL,26
2020-05-31,Data Engineering,SQL,29
2020-06-30,Data Engineering,SQL,22
2020-07-31,Data Engineering,SQL,23
2020-08-31,Data Engineering,SQL,21
2020-09-30,Data Engineering,SQL,27
2020-10-31,Data Engineering,SQL,23
2020-11-30,Data Engineering,SQL,24
2020-12-31,Data Engineering,SQL,24
2021-01-31,Data Engineering,SQL,15
2021-02-28,Data Engineering,SQL,14
2021-03-31,Data Engineering,SQL,25
2021-04-30,Data Engineering,SQL,25
2021-05-31,Data Engineering,SQL,27
2021-06-30,Data Engineering,SQL,25
2021-07-31,Data Engineering,SQL,21
2021-08-31,Data Engineering,SQL,31
2021-09-30,Data Engineering,SQL,24
2021-10-31,Data Engineering,SQL,21
2021-11-30,Data Engineering,SQL,30
2021-12-31,Data Engineering,SQL,27
2022-01-31,Data Engineering,SQL,29
2022-02-28,Data Engineering,SQL,26
2022-03-31,Data Engineering,SQL,18
2022-04-30,Data Engineering,SQL,15
2022-05-31,Data Engineering,SQL,17
2022-06-30,Data Engineering,SQL,21
2022-07-31,Data Engineering,SQL,17
2022-08-31,Data Engineering,SQL,25
2022-09-30,Data Engineering,SQL,23
2022-10-31,Data Engineering,SQL,30
2022-11-30,Data Engineering,SQL,18
2022-12-31,Data Engineering,SQL,24
2023-01-31,Data Engineering,SQL,19
2023-02-28,Data Engineering,SQL,19
2023-03-31,Data Engineering,SQL,24
2023-04-30,Data Engineering,SQL,19
2023-05-31,Data Engineering,SQL,19
2023-06-30,Data Engineering,SQL,21
2023-07-31,Data Engineering,SQL,28
2023-08-31,Data Engineering,SQL,19
2023-09-30,Data Engineering,SQL,24
2023-10-31,Data Engineering,SQL,21
2023-11-30,Data Engineering,SQL,33
2023-12-31,Data Engineering,SQL,15
2024-01-31,Data Engineering,SQL,33
2024-02-29,Data Engineering,SQL,25
2024-03-31,Data Engineering,SQL,23
2024-04-30,Data Engineering,SQL,22
2024-05-31,Data Engineering,SQL,22
2024-06-30,Data Engineering,SQL,21
2024-07-31,Data Engineering,SQL,28
2024-08-31,Data Engineering,SQL,21
2024-09-30,Data Engineering,SQL,18
2024-10-31,Data Engineering,SQL,27
2024-11-30,Data Engineering,SQL,22
2024-12-31,Data Engineering,SQL,22
2020-01-31,Data Engineering,Snowflake,9
2020-02-29,Data Engineering,Snowflake,19
2020-03-31,Data Engineering,Snowflake,18
2020-04-30,Data Engineering,Snowflake,24
2020-05-31,Data Engineering,Snowflake,31
2020-06-30,Data Engineering,Snowflake,16
2020-07-31,Data Engineering,Snowflake,18
2020-08-31,Data Engineering,Snowflake,28
2020-09-30,Data Engineering,Snowflake,31
2020-10-31,Data Engineering,Snowflake,25
2020-11-30,Data Engineering,Snowflake,17
2020-12-31,Data Engineering,Snowflake,31
2021-01-31,Data Engineering,Snowflake,16
2021-02-28,Data Engineering,Snowflake,15
2021-03-31,Data Engineering,Snowflake,24
2021-04-30,Data Engineering,Snowflake,26
2021-05-31,Data Engineering,Snowflake,26
2021-06-30,Data Engineering,Snowflake,28
2021-07-31,Data Engineering,Snowflake,29
2021-08-31,Data Engineering,Snowflake,26
2021-09-30,Data Engineering,Snowflake,27
2021-10-31,Data Engineering,Snowflake,19
2021-11-30,Data Engineering,Snowflake,25
2021-12-31,Data Engineering,Snowflake,22
2022-01-31,Data Engineering,Snowflake,19
2022-02-28,Data Engineering,Snowflake,21
2022-03-31,Data Engineering,Snowflake,20
2022-04-30,Data Engineering,Snowflake,15
2022-05-31,Data Engineering,Snowflake,19
2022-06-30,Data Engineering,Snowflake,28
2022-07-31,Data Engineering,Snowflake,23
2022-08-31,Data Engineering,Snowflake,25
2022-09-30,Data Engineering,Snowflake,18
2022-10-31,Data Engineering,Snowflake,23
2022-11-30,Data Engineering,Snowflake,27
2022-12-31,Data Engineering,Snowflake,21
2023-01-31,Data Engineering,Snowflake,22
2023-02-28,Data Engineering,Snowflake,18
2023-03-31,Data Engineering,Snowflake,21
2023-04-30,Data Engineering,Snowflake,23
2023-05-31,Data Engineering,Snowflake,31
2023-06-30,Data Engineering,Snowflake,25
2023-07-31,Data Engineering,Snowflake,25
2023-08-31,Data Engineering,Snowflake,18
2023-09-30,Data Engineering,Snowflake,27
2023-10-31,Data Engineering,Snowflake,27
2023-11-30,Data Engineering,Snowflake,24
2023-12-31,Data Engineering,Snowflake,21
2024-01-31,Data Engineering,Snowflake,30
2024-02-29,Data Engineering,Snowflake,27
2024-03-31,Data Engineering,Snowflake,23
2024-04-30,Data Engineering,Snowflake,23
2024-05-31,Data Engineering,Snowflake,20
2024-06-30,Data Engineering,Snowflake,26
2024-07-31,Data Engineering,Snowflake,30
2024-08-31,Data Engineering,Snowflake,25
2024-09-30,Data Engineering,Snowflake,14
2024-10-31,Data Engineering,Snowflake,22
2024-11-30,Data Engineering,Snowflake,21
2024-12-31,Data Engineering,Snowflake,23
2020-01-31,Data Engineering,Spark,11
2020-02-29,Data Engineering,Spark,19
2020-03-31,Data Engineering,Spark,19
2020-04-30,Data Engineering,Spark,29
2020-05-31,Data Engineering,Spark,25
2020-06-30,Data Engineering,Spark,22
2020-07-31,Data Engineering,Spark,28
2020-08-31,Data Engineering,Spark,21
2020-09-30,Data Engineering,Spark,23
2020-10-31,Data Engineering,Spark,22
2020-11-30,Data Engineering,Spark,25
2020-12-31,Data Engineering,Spark,24
2021-01-31,Data Engineering,Spark,15
2021-02-28,Data Engineering,Spark,17
2021-03-31,Data Engineering,Spark,19
2021-04-30,Data Engineering,Spark,22
2021-05-31,Data Engineering,Spark,28
2021-06-30,Data Engineering,Spark,25
2021-07-31,Data Engineering,Spark,22
2021-08-31,Data Engineering,Spark,23
2021-09-30,Data Engineering,Spark,24
2021-10-31,Data Engineering,Spark,20
2021-11-30,Data Engineering,Spark,26
2021-12-31,Data Engineering,Spark,20
2022-01-31,Data Engineering,Spark,29
2022-02-28,Data Engineering,Spark,23
2022-03-31,Data Engineering,Spark,23
2022-04-30,Data Engineering,Spark,16
2022-05-31,Data Engineering,Spark,15
2022-06-30,Data Engineering,Spark,28
2022-07-31,Data Engineering,Spark,18
2022-08-31,Data Engineering,Spark,20
2022-09-30,Data Engineering,Spark,16
2022-10-31,Data Engineering,Spark,28
2022-11-30,Data Engineering,Spark,25
2022-12-31,Data Engineering,Spark,22
2023-01-31,Data Engineering,Spark,22
2023-02-28,Data Engineering,Spark,19
2023-03-31,Data Engineering,Spark,29
2023-04-30,Data Engineering,Spark,23
2023-05-31,Data Engineering,Spark,20
2023-06-30,Data Engineering,Spark,21
2023-07-31,Data Engineering,Spark,23
2023-08-31,Data Engineering,Spark,17
2023-09-30,Data Engineering,Spark,21
2023-10-31,Data Engineering,Spark,19
2023-11-30,Data Engineering,Spark,29
2023-12-31,Data Engineering,Spark,16
2024-01-31,Data Engineering,Spark,30
2024-02-29,Data Engineering,Spark,27
2024-03-31,Data Engineering,Spark,18
2024-04-30,Data Engineering,Spark,22
2024-05-31,Data Engineering,Spark,18
2024-06-30,Data Engineering,Spark,23
2024-07-31,Data Engineering,Spark,23
2024-08-31,Data Engineering,Spark,23
2024-09-30,Data Engineering,Spark,17
2024-10-31,Data Engineering,Spark,25
2024-11-30,Data Engineering,Spark,23
2024-12-31,Data Engineering,Spark,18
2020-01-31,Data Engineering,dbt,18
2020-02-29,Data Engineering,dbt,20
2020-03-31,Data Engineering,dbt,17
2020-04-30,Data Engineering,dbt,31
2020-05-31,Data Engineering,dbt,29
2020-06-30,Data Engineering,dbt,19
2020-07-31,Data Engineering,dbt,26
2020-08-31,Data Engineering,dbt,22
2020-09-30,Data Engineering,dbt,27
2020-10-31,Data Engineering,dbt,24
2020-11-30,Data Engineering,dbt,25
2020-12-31,Data Engineering,dbt,22
2021-01-31,Data Engineering,dbt,11
2021-02-28,Data Engineering,dbt,18
2021-03-31,Data Engineering,dbt,19
2021-04-30,Data Engineering,dbt,26
2021-05-31,Data Engineering,dbt,21
2021-06-30,Data Engineering,dbt,17
2021-07-31,Data Engineering,dbt,19
2021-08-31,Data Engineering,dbt,23
2021-09-30,Data Engineering,dbt,21
2021-10-31,Data Engineering,dbt,20
2021-11-30,Data Engineering,dbt,23
2021-12-31,Data Engineering,dbt,33
2022-01-31,Data Engineering,dbt,22
2022-02-28,Data Engineering,dbt,28
2022-03-31,Data Engineering,dbt,18
2022-04-30,Data Engineering,dbt,17
2022-05-31,Data Engineering,dbt,18
2022-06-30,Data Engineering,dbt,26
2022-07-31,Data Engineering,dbt,20
2022-08-31,Data Engineering,dbt,19
2022-09-30,Data Engineering,dbt,12
2022-10-31,Data Engineering,dbt,29
2022-11-30,Data Engineering,dbt,26
2022-12-31,Data Engineering,dbt,22
2023-01-31,Data Engineering,dbt,20
2023-02-28,Data Engineering,dbt,14
2023-03-31,Data Engineering,dbt,24
2023-04-30,Data Engineering,dbt,20
2023-05-31,Data Engineering,dbt,30
2023-06-30,Data Engineering,dbt,24
2023-07-31,Data Engineering,dbt,28
2023-08-31,Data Engineering,dbt,20
2023-09-30,Data Engineering,dbt,20
2023-10-31,Data Engineering,dbt,20
2023-11-30,Data Engineering,dbt,28
2023-12-31,Data Engineering,dbt,16
2024-01-31,Data Engineering,dbt,26
2024-02-29,Data Engineering,dbt,23
2024-03-31,Data Engineering,dbt,20
2024-04-30,Data Engineering,dbt,25
2024-05-31,Data Engineering,dbt,21
2024-06-30,Data Engineering,dbt,23
2024-07-31,Data Engineering,dbt,23
2024-08-31,Data Engineering,dbt,28
2024-09-30,Data Engineering,dbt,13
2024-10-31,Data Engineering,dbt,24
2024-11-30,Data Engineering,dbt,22
2024-12-31,Data Engineering,dbt,23
2020-01-31,Data Science & AI,AWS,19
2020-02-29,Data Science & AI,AWS,22
2020-03-31,Data Science & AI,AWS,27
2020-04-30,Data Science & AI,AWS,26
2020-05-31,Data Science & AI,AWS,21
2020-06-30,Data Science & AI,AWS,18
2020-07-31,Data Science & AI,AWS,16
2020-08-31,Data Science & AI,AWS,25
2020-09-30,Data Science & AI,AWS,15
2020-10-31,Data Science & AI,AWS,24
2020-11-30,Data Science & AI,AWS,19
2020-12-31,Data Science & AI,AWS,30
2021-01-31,Data Science & AI,AWS,28
2021-02-28,Data Science & AI,AWS,31
2021-03-31,Data Science & AI,AWS,20
2021-04-30,Data Science & AI,AWS,19
2021-05-31,Data Science & AI,AWS,36
2021-06-30,Data Science & AI,AWS,16
2021-07-31,Data Science & AI,AWS,21
2021-08-31,Data Science & AI,AWS,33
2021-09-30,Data Science & AI,AWS,23
2021-10-31,Data Science & AI,AWS,28
2021-11-30,Data Science & AI,AWS,28
2021-12-31,Data Science & AI,AWS,26
2022-01-31,Data Science & AI,AWS,20
2022-02-28,Data Science & AI,AWS,26
2022-03-31,Data Science & AI,AWS,34
2022-04-30,Data Science & AI,AWS,22
2022-05-31,Data Science & AI,AWS,24
2022-06-30,Data Science & AI,AWS,30
2022-07-31,Data Science & AI,AWS,30
2022-08-31,Data Science & AI,AWS,28
2022-09-30,Data Science & AI,AWS,31
2022-10-31,Data Science & AI,AWS,17
2022-11-30,Data Science & AI,AWS,27
2022-12-31,Data Science & AI,AWS,26
2023-01-31,Data Science & AI,AWS,21
2023-02-28,Data Science & AI,AWS,16
2023-03-31,Data Science & AI,AWS,33
2023-04-30,Data Science & AI,AWS,19
2023-05-31,Data Science & AI,AWS,26
2023-06-30,Data Science & AI,AWS,26
2023-07-31,Data Science & AI,AWS,19
2023-08-31,Data Science & AI,AWS,21
2023-09-30,Data Science & AI,AWS,22
2023-10-31,Data Science & AI,AWS,22
2023-11-30,Data Science & AI,AWS,15
2023-12-31,Data Science & AI,AWS,31
2024-01-31,Data Science & AI,AWS,38
2024-02-29,Data Science & AI,AWS,25
2024-03-31,Data Science & AI,AWS,26
2024-04-30,Data Science & AI,AWS,25
2024-05-31,Data Science & AI,AWS,21
2024-06-30,Data Science & AI,AWS,26
2024-07-31,Data Science & AI,AWS,27
2024-08-31,Data Science & AI,AWS,23
2024-09-30,Data Science & AI,AWS,16
2024-10-31,Data Science & AI,AWS,23
2024-11-30,Data Science & AI,AWS,25
2024-12-31,Data Science & AI,AWS,28
2020-01-31,Data Science & AI,Docker,15
2020-02-29,Data Science & AI,Docker,26
2020-03-31,Data Science & AI,Docker,26
2020-04-30,Data Science & AI,Docker,29
2020-05-31,Data Science & AI,Docker,23
2020-06-30,Data Science & AI,Docker,22
2020-07-31,Data Science & AI,Docker,18
2020-08-31,Data Science & AI,Docker,18
2020-09-30,Data Science & AI,Docker,24
2020-10-31,Data Science & AI,Docker,28
2020-11-30,Data Science & AI,Docker,23
2020-12-31,Data Science & AI,Docker,27
2021-01-31,Data Science & AI,Docker,19
2021-02-28,Data Science & AI,Docker,27
2021-03-31,Data Science & AI,Docker,24
2021-04-30,Data Science & AI,Docker,17
2021-05-31,Data Science & AI,Docker,25
2021-06-30,Data Science & AI,Docker,16
2021-07-31,Data Science & AI,Docker,14
2021-08-31,Data Science & AI,Docker,24
2021-09-30,Data Science & AI,Docker,19
2021-10-31,Data Science & AI,Docker,27
2021-11-30,Data Science & AI,Docker,22
2021-12-31,Data Science & AI,Docker,33
2022-01-31,Data Science & AI,Docker,19
2022-02-28,Data Science & AI,Docker,23
2022-03-31,Data Science & AI,Docker,28
2022-04-30,Data Science & AI,Docker,24
2022-05-31,Data Science & AI,Docker,23
2022-06-30,Data Science & AI,Docker,39
2022-07-31,Data Science & AI,Docker,22
2022-08-31,Data Science & AI,Docker,24
2022-09-30,Data Science & AI,Docker,27
2022-10-31,Data Science & AI,Docker,20
2022-11-30,Data Science & AI,Docker,21
2022-12-31,Data Science & AI,Docker,29
2023-01-31,Data Science & AI,Docker,23
2023-02-28,Data Science & AI,Docker,17
2023-03-31,Data Science & AI,Docker,34
2023-04-30,Data Science & AI,Docker,29
2023-05-31,Data Science & AI,Docker,26
2023-06-30,Data Science & AI,Docker,24
2023-07-31,Data Science & AI,Docker,18
2023-08-31,Data Science & AI,Docker,21
2023-09-30,Data Science & AI,Docker,21
2023-10-31,Data Science & AI,Docker,21
2023-11-30,Data Science & AI,Docker,15
2023-12-31,Data Science & AI,Docker,20
2024-01-31,Data Science & AI,Docker,29
2024-02-29,Data Science & AI,Docker,26
2024-03-31,Data Science & AI,Docker,23
2024-04-30,Data Science & AI,Docker,26
2024-05-31,Data Science & AI,Docker,13
2024-06-30,Data Science & AI,Docker,29
2024-07-31,Data Science & AI,Docker,22
2024-08-31,Data Science & AI,Docker,23
2024-09-30,Data Science & AI,Docker,20
2024-10-31,Data Science & AI,Docker,27
2024-11-30,Data Science & AI,Docker,22
2024-12-31,Data Science & AI,Docker,27
2020-01-31,Data Science & AI,Kubernetes,13
2020-02-29,Data Science & AI,Kubernetes,27
2020-03-31,Data Science & AI,Kubernetes,29
2020-04-30,Data Science & AI,Kubernetes,21
2020-05-31,Data Science & AI,Kubernetes,20
2020-06-30,Data Science & AI,Kubernetes,18
2020-07-31,Data Science & AI,Kubernetes,24
2020-08-31,Data Science & AI,Kubernetes,15
2020-09-30,Data Science & AI,Kubernetes,24
2020-10-31,Data Science & AI,Kubernetes,26
2020-11-30,Data Science & AI,Kubernetes,21
2020-12-31,Data Science & AI,Kubernetes,24
2021-01-31,Data Science & AI,Kubernetes,27
2021-02-28,Data Science & AI,Kubernetes,26
2021-03-31,Data Science & AI,Kubernetes,25
2021-04-30,Data Science & AI,Kubernetes,24
2021-05-31,Data Science & AI,Kubernetes,31
2021-06-30,Data Science & AI,Kubernetes,18
2021-07-31,Data Science & AI,Kubernetes,20
2021-08-31,Data Science & AI,Kubernetes,30
2021-09-30,Data Science & AI,Kubernetes,23
2021-10-31,Data Science & AI,Kubernetes,25
2021-11-30,Data Science & AI,Kubernetes,25
2021-12-31,Data Science & AI,Kubernetes,32
2022-01-31,Data Science & AI,Kubernetes,19
2022-02-28,Data Science & AI,Kubernetes,20
2022-03-31,Data Science & AI,Kubernetes,29
2022-04-30,Data Science & AI,Kubernetes,18
2022-05-31,Data Science & AI,Kubernetes,28
2022-06-30,Data Science & AI,Kubernetes,33
2022-07-31,Data Science & AI,Kubernetes,19
2022-08-31,Data Science & AI,Kubernetes,21
2022-09-30,Data Science & AI,Kubernetes,31
2022-10-31,Data Science & AI,Kubernetes,25
2022-11-30,Data Science & AI,Kubernetes,28
2022-12-31,Data Science & AI,Kubernetes,34
2023-01-31,Data Science & AI,Kubernetes,22
2023-02-28,Data Science & AI,Kubernetes,14
2023-03-31,Data Science & AI,Kubernetes,29
2023-04-30,Data Science & AI,Kubernetes,20
2023-05-31,Data Science & AI,Kubernetes,26
2023-06-30,Data Science & AI,Kubernetes,29
2023-07-31,Data Science & AI,Kubernetes,17
2023-08-31,Data Science & AI,Kubernetes,22
2023-09-30,Data Science & AI,Kubernetes,17
2023-10-31,Data Science & AI,Kubernetes,23
2023-11-30,Data Science & AI,Kubernetes,18
2023-12-31,Data Science & AI,Kubernetes,24
2024-01-31,Data Science & AI,Kubernetes,19
2024-02-29,Data Science & AI,Kubernetes,26
2024-03-31,Data Science & AI,Kubernetes,27
2024-04-30,Data Science & AI,Kubernetes,23
2024-05-31,Data Science & AI,Kubernetes,19
2024-06-30,Data Science & AI,Kubernetes,21
2024-07-31,Data Science & AI,Kubernetes,31
2024-08-31,Data Science & AI,Kubernetes,25
2024-09-30,Data Science & AI,Kubernetes,17
2024-10-31,Data Science & AI,Kubernetes,20
2024-11-30,Data Science & AI,Kubernetes,23
2024-12-31,Data Science & AI,Kubernetes,24
2020-01-31,Data Science & AI,MLOps,19
2020-02-29,Data Science & AI,MLOps,22
2020-03-31,Data Science & AI,MLOps,31
2020-04-30,Data Science & AI,MLOps,29
2020-05-31,Data Science & AI,MLOps,20
2020-06-30,Data Science & AI,MLOps,17
2020-07-31,Data Science & AI,MLOps,21
2020-08-31,Data Science & AI,MLOps,21
2020-09-30,Data Science & AI,MLOps,20
2020-10-31,Data Science & AI,MLOps,18
2020-11-30,Data Science & AI,MLOps,19
2020-12-31,Data Science & AI,MLOps,26
2021-01-31,Data Science & AI,MLOps,23
2021-02-28,Data Science & AI,MLOps,27
2021-03-31,Data Science & AI,MLOps,24
2021-04-30,Data Science & AI,MLOps,21
2021-05-31,Data Science & AI,MLOps,31
2021-06-30,Data Science & AI,MLOps,17
2021-07-31,Data Science & AI,MLOps,21
2021-08-31,Data Science & AI,MLOps,24
2021-09-30,Data Science & AI,MLOps,22
2021-10-31,Data Science & AI,MLOps,19
2021-11-30,Data Science & AI,MLOps,26
2021-12-31,Data Science & AI,MLOps,27
2022-01-31,Data Science & AI,MLOps,27
2022-02-28,Data Science & AI,MLOps,22
2022-03-31,Data Science & AI,MLOps,29
2022-04-30,Data Science & AI,MLOps,18
2022-05-31,Data Science & AI,MLOps,25
2022-06-30,Data Science & AI,MLOps,27
2022-07-31,Data Science & AI,MLOps,22
2022-08-31,Data Science & AI,MLOps,23
2022-09-30,Data Science & AI,MLOps,34
2022-10-31,Data Science & AI,MLOps,25
2022-11-30,Data Science & AI,MLOps,22
2022-12-31,Data Science & AI,MLOps,29
2023-01-31,Data Science & AI,MLOps,22
2023-02-28,Data Science & AI,MLOps,18
2023-03-31,Data Science & AI,MLOps,33
2023-04-30,Data Science & AI,MLOps,21
2023-05-31,Data Science & AI,MLOps,26
2023-06-30,Data Science & AI,MLOps,29
2023-07-31,Data Science & AI,MLOps,21
2023-08-31,Data Science & AI,MLOps,22
2023-09-30,Data Science & AI,MLOps,23
2023-10-31,Data Science & AI,MLOps,24
2023-11-30,Data Science & AI,MLOps,22
2023-12-31,Data Science & AI,MLOps,23
2024-01-31,Data Science & AI,MLOps,31
2024-02-29,Data Science & AI,MLOps,26
2024-03-31,Data Science & AI,MLOps,26
2024-04-30,Data Science & AI,MLOps,27
2024-05-31,Data Science & AI,MLOps,24
2024-06-30,Data Science & AI,MLOps,29
2024-07-31,Data Science & AI,MLOps,23
2024-08-31,Data Science & AI,MLOps,22
2024-09-30,Data Science & AI,MLOps,18
2024-10-31,Data Science & AI,MLOps,22
2024-11-30,Data Science & AI,MLOps,25
2024-12-31,Data Science & AI,MLOps,24
2020-01-31,Data Science & AI,Machine Learning,50
2020-02-29,Data Science & AI,Machine Learning,46
2020-03-31,Data Science & AI,Machine Learning,55
2020-04-30,Data Science & AI,Machine Learning,50
2020-05-31,Data Science & AI,Machine Learning,42
2020-06-30,Data Science & AI,Machine Learning,47
2020-07-31,Data Science & AI,Machine Learning,59
2020-08-31,Data Science & AI,Machine Learning,63
2020-09-30,Data Science & AI,Machine Learning,36
2020-10-31,Data Science & AI,Machine Learning,47
2020-11-30,Data Science & AI,Machine Learning,56
2020-12-31,Data Science & AI,Machine Learning,45
2021-01-31,Data Science & AI,Machine Learning,43
2021-02-28,Data Science & AI,Machine Learning,42
2021-03-31,Data Science & AI,Machine Learning,55
2021-04-30,Data Science & AI,Machine Learning,43
2021-05-31,Data Science & AI,Machine Learning,58
2021-06-30,Data Science & AI,Machine Learning,40
2021-07-31,Data Science & AI,Machine Learning,54
2021-08-31,Data Science & AI,Machine Learning,51
2021-09-30,Data Science & AI,Machine Learning,56
2021-10-31,Data Science & AI,Machine Learning,42
2021-11-30,Data Science & AI,Machine Learning,54
2021-12-31,Data Science & AI,Machine Learning,53
2022-01-31,Data Science & AI,Machine Learning,50
2022-02-28,Data Science & AI,Machine Learning,68
2022-03-31,Data Science & AI,Machine Learning,55
2022-04-30,Data Science & AI,Machine Learning,49
2022-05-31,Data Science & AI,Machine Learning,49
2022-06-30,Data Science & AI,Machine Learning,40
2022-07-31,Data Science & AI,Machine Learning,53
2022-08-31,Data Science & AI,Machine Learning,46
2022-09-30,Data Science & AI,Machine Learning,43
2022-10-31,Data Science & AI,Machine Learning,53
2022-11-30,Data Science & AI,Machine Learning,42
2022-12-31,Data Science & AI,Machine Learning,56
2023-01-31,Data Science & AI,Machine Learning,50
2023-02-28,Data Science & AI,Machine Learning,47
2023-03-31,Data Science & AI,Machine Learning,56
2023-04-30,Data Science & AI,Machine Learning,52
2023-05-31,Data Science & AI,Machine Learning,52
2023-06-30,Data Science & AI,Machine Learning,55
2023-07-31,Data Science & AI,Machine Learning,46
2023-08-31,Data Science & AI,Machine Learning,50
2023-09-30,Data Science & AI,Machine Learning,46
2023-10-31,Data Science & AI,Machine Learning,46
2023-11-30,Data Science & AI,Machine Learning,35
2023-12-31,Data Science & AI,Machine Learning,46
2024-01-31,Data Science & AI,Machine Learning,55
2024-02-29,Data Science & AI,Machine Learning,52
2024-03-31,Data Science & AI,Machine Learning,51
2024-04-30,Data Science & AI,Machine Learning,74
2024-05-31,Data Science & AI,Machine Learning,50
2024-06-30,Data Science & AI,Machine Learning,48
2024-07-31,Data Science & AI,Machine Learning,56
2024-08-31,Data Science & AI,Machine Learning,58
2024-09-30,Data Science & AI,Machine Learning,47
2024-10-31,Data Science & AI,Machine Learning,46
2024-11-30,Data Science & AI,Machine Learning,55
2024-12-31,Data Science & AI,Machine Learning,51
2020-01-31,Data Science & AI,Publications,30
2020-02-29,Data Science & AI,Publications,25
2020-03-31,Data Science & AI,Publications,25
2020-04-30,Data Science & AI,Publications,21
2020-05-31,Data Science & AI,Publications,19
2020-06-30,Data Science & AI,Publications,25
2020-07-31,Data Science & AI,Publications,21
2020-08-31,Data Science & AI,Publications,35
2020-09-30,Data Science & AI,Publications,15
2020-10-31,Data Science & AI,Publications,24
2020-11-30,Data Science & AI,Publications,37
2020-12-31,Data Science & AI,Publications,26
2021-01-31,Data Science & AI,Publications,24
2021-02-28,Data Science & AI,Publications,18
2021-03-31,Data Science & AI,Publications,37
2021-04-30,Data Science & AI,Publications,29
2021-05-31,Data Science & AI,Publications,34
2021-06-30,Data Science & AI,Publications,25
2021-07-31,Data Science & AI,Publications,30
2021-08-31,Data Science & AI,Publications,27
2021-09-30,Data Science & AI,Publications,27
2021-10-31,Data Science & AI,Publications,26
2021-11-30,Data Science & AI,Publications,29
2021-12-31,Data Science & AI,Publications,24
2022-01-31,Data Science & AI,Publications,22
2022-02-28,Data Science & AI,Publications,37
2022-03-31,Data Science & AI,Publications,28
2022-04-30,Data Science & AI,Publications,29
2022-05-31,Data Science & AI,Publications,29
2022-06-30,Data Science & AI,Publications,16
2022-07-31,Data Science & AI,Publications,33
2022-08-31,Data Science & AI,Publications,26
2022-09-30,Data Science & AI,Publications,25
2022-10-31,Data Science & AI,Publications,27
2022-11-30,Data Science & AI,Publications,22
2022-12-31,Data Science & AI,Publications,30
2023-01-31,Data Science & AI,Publications,30
2023-02-28,Data Science & AI,Publications,29
2023-03-31,Data Science & AI,Publications,29
2023-04-30,Data Science & AI,Publications,28
2023-05-31,Data Science & AI,Publications,35
2023-06-30,Data Science & AI,Publications,27
2023-07-31,Data Science & AI,Publications,34
2023-08-31,Data Science & AI,Publications,24
2023-09-30,Data Science & AI,Publications,26
2023-10-31,Data Science & AI,Publications,23
2023-11-30,Data Science & AI,Publications,23
2023-12-31,Data Science & AI,Publications,25
2024-01-31,Data Science & AI,Publications,26
2024-02-29,Data Science & AI,Publications,29
2024-03-31,Data Science & AI,Publications,26
2024-04-30,Data Science & AI,Publications,36
2024-05-31,Data Science & AI,Publications,20
2024-06-30,Data Science & AI,Publications,20
2024-07-31,Data Science & AI,Publications,36
2024-08-31,Data Science & AI,Publications,31
2024-09-30,Data Science & AI,Publications,33
2024-10-31,Data Science & AI,Publications,21
2024-11-30,Data Science & AI,Publications,21
2024-12-31,Data Science & AI,Publications,33
2020-01-31,Data Science & AI,PyTorch,15
2020-02-29,Data Science & AI,PyTorch,22
2020-03-31,Data Science & AI,PyTorch,27
2020-04-30,Data Science & AI,PyTorch,20
2020-05-31,Data Science & AI,PyTorch,16
2020-06-30,Data Science & AI,PyTorch,12
2020-07-31,Data Science & AI,PyTorch,19
2020-08-31,Data Science & AI,PyTorch,17
2020-09-30,Data Science & AI,PyTorch,19
2020-10-31,Data Science & AI,PyTorch,23
2020-11-30,Data Science & AI,PyTorch,27
2020-12-31,Data Science & AI,PyTorch,24
2021-01-31,Data Science & AI,PyTorch,28
2021-02-28,Data Science & AI,PyTorch,31
2021-03-31,Data Science & AI,PyTorch,24
2021-04-30,Data Science & AI,PyTorch,27
2021-05-31,Data Science & AI,PyTorch,26
2021-06-30,Data Science & AI,PyTorch,14
2021-07-31,Data Science & AI,PyTorch,17
2021-08-31,Data Science & AI,PyTorch,18
2021-09-30,Data Science & AI,PyTorch,28
2021-10-31,Data Science & AI,PyTorch,32
2021-11-30,Data Science & AI,PyTorch,31
2021-12-31,Data Science & AI,PyTorch,31
2022-01-31,Data Science & AI,PyTorch,22
2022-02-28,Data Science & AI,PyTorch,20
2022-03-31,Data Science & AI,PyTorch,24
2022-04-30,Data Science & AI,PyTorch,15
2022-05-31,Data Science & AI,PyTorch,29
2022-06-30,Data Science & AI,PyTorch,38
2022-07-31,Data Science & AI,PyTorch,26
2022-08-31,Data Science & AI,PyTorch,29
2022-09-30,Data Science & AI,PyTorch,34
2022-10-31,Data Science & AI,PyTorch,27
2022-11-30,Data Science & AI,PyTorch,24
2022-12-31,Data Science & AI,PyTorch,32
2023-01-31,Data Science & AI,PyTorch,26
2023-02-28,Data Science & AI,PyTorch,16
2023-03-31,Data Science & AI,PyTorch,25
2023-04-30,Data Science & AI,PyTorch,23
